date,location_key,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,death_rate,recover_rate
2022-01-16,MX_ZAC_32054,139,29,,,0.20863309352517986,
2022-01-17,MX_ZAC_32055,619,64,,,0.10339256865912763,
2022-01-18,MX_ZAC_32056,14091,643,,,0.04563196366475055,
2022-01-18,MX_ZAC_32057,366,38,,,0.10382513661202186,
2022-01-13,MX_ZAC_32058,61,4,,,0.06557377049180328,
2022-05-01,MY,4449507,35550,4372790,58654081,0.007989649190348504,0.9827583145728279
2022-05-01,MY_01,382293,4505,374935,5437459,0.01178415508523567,0.980752982659897
2022-05-01,MY_02,298655,2628,295797,2123650,0.008799450871406806,0.9904304297600911
2022-05-01,MY_03,247361,1419,245746,1325101,0.005736555075375666,0.9934710807281665
2022-05-01,MY_04,122035,1118,118921,1395046,0.009161306182652517,0.9744827303642397
2022-05-01,MY_05,201635,1471,198356,1806889,0.007295360428497036,0.9837379423215216
2022-05-01,MY_06,170840,971,168956,1628306,0.005683680636853196,0.9889721376726762
2022-05-01,MY_07,277452,1982,274529,3028743,0.007143577988264637,0.9894648443694766
2022-05-01,MY_08,200784,1909,197140,2436310,0.009507729699577656,0.9818511435174118
2022-05-01,MY_09,17274,182,17024,132988,0.010536065763575315,0.985527382192891
2022-05-01,MY_10,1340270,10632,1311179,11859638,0.00793272997231901,0.9782946719690808
2022-05-01,MY_11,125695,864,124439,1291170,0.0068737817733402285,0.9900075579776443
2022-05-01,MY_12,370774,3124,362042,2079313,0.00842561776176323,0.9764492655903596
2022-05-01,MY_13,305369,1729,302836,2206505,0.005662002364352636,0.9917051174153237
2022-05-01,MY_14,348345,2818,341002,3669841,0.008089681206849532,0.9789203232427622
2022-05-01,MY_15,21304,155,21109,223249,0.007275628989861059,0.9908467893353361
2022-05-01,MY_16,19421,43,18779,191649,0.0022140981411873746,0.966942999845528
2022-04-27,MZ,225375,2201,,1311366,0.009765945646145314,
2022-02-13,MZ_A,9917,53,9724,,0.005344358172834527,0.9805384692951498
2022-02-13,MZ_B,11195,40,11095,,0.003573023671281822,0.9910674408217954
2022-02-13,MZ_G,16308,81,16206,,0.004966887417218543,0.9937454010301693
2022-02-13,MZ_I,18187,63,18116,,0.003464012756364436,0.9960961126079068
2022-02-13,MZ_L,33301,221,32909,,0.006636437344223897,0.9882285817242725
2022-02-13,MZ_MPM,78217,1476,73286,,0.01887057800733856,0.9369574389199279
2022-02-13,MZ_N,11206,41,11129,,0.0036587542388006426,0.9931286810637159
2022-02-13,MZ_P,8085,17,7852,,0.0021026592455163882,0.9711811997526283
2022-02-13,MZ_Q,13186,46,13105,,0.0034885484604883967,0.99385712118914
2022-02-13,MZ_S,14220,90,14121,,0.006329113924050633,0.9930379746835443
2022-02-13,MZ_T,10881,61,10735,,0.005606102380295928,0.9865821156143737
2022-04-28,,158480,4025,,1003847,0.025397526501766785,
2022-04-27,NC,60653,312,,,0.00514401595963926,
2022-04-27,NE,8924,309,,249920,0.03462572837292694,
2022-04-27,NG,255716,3143,,5075820,0.012290979054889017,
2022-04-27,NI,14395,234,,181097,0.016255644320944774,
2022-04-27,NL,8045456,22239,,30558553,0.002764168991788657,
2022-04-29,NL_DR,200781,450,,,0.0022412479268456675,
2022-04-29,NL_DR_0106,27973,26,,,0.0009294677009973904,
2022-04-29,NL_DR_0109,14446,35,,,0.002422816004430292,
2022-04-29,NL_DR_0114,44888,100,,,0.0022277668864729996,
2022-04-29,NL_DR_0118,25351,50,,,0.001972308784663327,
2022-04-29,NL_DR_0119,14631,38,,,0.002597225070056729,
2022-04-29,NL_DR_1680,9448,23,,,0.002434377646062659,
2022-04-29,NL_DR_1681,9338,28,,,0.0029985007496251873,
2022-04-29,NL_DR_1690,10472,34,,,0.003246753246753247,
2022-04-29,NL_DR_1699,11467,28,,,0.00244178948286387,
2022-04-29,NL_DR_1701,6700,27,,,0.004029850746268657,
2022-04-29,NL_DR_1730,13080,28,,,0.0021406727828746177,
2022-04-29,NL_DR_1731,12987,33,,,0.002541002541002541,
2022-04-29,NL_FL,181379,331,,,0.0018249080654320511,
2022-04-29,NL_FL_0034,91772,130,,,0.0014165540687791484,
2022-04-29,NL_FL_0050,10042,19,,,0.0018920533758215495,
2022-04-29,NL_FL_0171,20729,35,,,0.0016884557865791887,
2022-04-29,NL_FL_0184,8289,24,,,0.002895403546869345,
2022-04-29,NL_FL_0303,18064,32,,,0.001771479185119575,
2022-04-29,NL_FL_0995,32483,91,,,0.0028014653818920665,
2021-01-06,NL_FR,16233,186,,,0.011458140824246904,
2022-04-29,NL_FR_0059,13195,41,,,0.003107237589996211,
2022-04-29,NL_FR_0060,1075,1,,,0.0009302325581395349,
2022-04-29,NL_FR_0072,6093,10,,,0.0016412276382734286,
2022-04-29,NL_FR_0074,21418,44,,,0.0020543468110934726,
2022-04-29,NL_FR_0080,53111,102,,,0.0019205061098454181,
2022-04-29,NL_FR_0085,9867,7,,,0.0007094354920441877,
2022-04-29,NL_FR_0086,12403,11,,,0.0008868822059179231,
2022-04-29,NL_FR_0088,270,2,,,0.007407407407407408,
2022-04-29,NL_FR_0090,23804,43,,,0.0018064190892287011,
2022-04-29,NL_FR_0093,1626,2,,,0.0012300123001230013,
2022-04-29,NL_FR_0096,435,2,,,0.004597701149425287,
2022-04-29,NL_FR_0098,10156,32,,,0.0031508467900748325,
2022-04-29,NL_FR_0737,13854,44,,,0.00317597805687888,
2022-04-29,NL_FR_1891,8765,28,,,0.0031945236737022245,
2022-04-29,NL_FR_1900,38437,100,,,0.0026016598589900354,
2022-04-29,NL_FR_1940,22652,40,,,0.0017658484901995409,
2022-04-29,NL_FR_1949,18086,48,,,0.002653986508901913,
2022-04-29,NL_FR_1970,20885,60,,,0.0028728752693320567,
2022-04-29,NL_GE,974835,2790,,,0.0028620228038591148,
2022-04-29,NL_GE_0197,12039,35,,,0.0029072182074923168,
2022-04-29,NL_GE_0200,74114,215,,,0.0029009363952829425,
2022-04-29,NL_GE_0202,74588,170,,,0.0022791870005899073,
2022-04-29,NL_GE_0203,31093,87,,,0.0027980574405814815,
2022-04-29,NL_GE_0209,12345,29,,,0.002349129202106116,
2022-04-29,NL_GE_0213,8951,26,,,0.002904703385096637,
2022-04-29,NL_GE_0214,11655,26,,,0.0022308022308022307,
2022-04-29,NL_GE_0216,13236,27,,,0.002039891205802357,
2022-04-29,NL_GE_0221,4477,11,,,0.002457002457002457,
2022-04-29,NL_GE_0222,27091,57,,,0.002104019785168506,
2022-04-29,NL_GE_0225,9258,32,,,0.0034564700799308706,
2022-04-29,NL_GE_0226,11334,18,,,0.0015881418740074113,
2022-04-29,NL_GE_0228,56712,124,,,0.0021864861052334605,
2022-04-29,NL_GE_0230,11058,27,,,0.0024416711882799783,
2022-04-29,NL_GE_0232,14133,58,,,0.004103870374301281,
2022-04-29,NL_GE_0233,12532,50,,,0.003989786147462496,
2022-04-29,NL_GE_0243,23235,66,,,0.002840542285345384,
2022-04-29,NL_GE_0244,5640,9,,,0.0015957446808510637,
2022-04-29,NL_GE_0246,8026,38,,,0.00473461250934463,
2022-04-29,NL_GE_0252,7632,22,,,0.002882599580712788,
2022-04-29,NL_GE_0262,13982,44,,,0.0031469031612072667,
2022-04-29,NL_GE_0263,12542,45,,,0.0035879445064583002,
2022-04-29,NL_GE_0267,21966,36,,,0.0016388964763725759,
2022-04-29,NL_GE_0268,87871,251,,,0.002856460038010265,
2022-04-29,NL_GE_0269,11372,45,,,0.003957087583538516,
2022-04-29,NL_GE_0273,12092,28,,,0.002315580549123387,
2022-04-29,NL_GE_0274,11947,40,,,0.0033481208671633047,
2022-04-29,NL_GE_0275,18366,91,,,0.004954807797016226,
2022-04-29,NL_GE_0277,852,0,,,0.0,
2022-04-29,NL_GE_0279,5287,12,,,0.0022697181766597315,
2022-04-29,NL_GE_0281,19335,82,,,0.004241013705715025,
2022-04-29,NL_GE_0285,11634,36,,,0.0030943785456420837,
2022-04-29,NL_GE_0289,17995,74,,,0.004112253403723257,
2022-04-29,NL_GE_0293,6669,11,,,0.001649422702054281,
2022-04-29,NL_GE_0294,12792,29,,,0.0022670419011882425,
2022-04-29,NL_GE_0296,19823,80,,,0.0040357160873732536,
2022-04-29,NL_GE_0297,14316,50,,,0.003492595697122101,
2022-04-29,NL_GE_0299,19424,55,,,0.002831548599670511,
2022-04-29,NL_GE_0301,20844,58,,,0.002782575321435425,
2022-04-29,NL_GE_0302,13142,47,,,0.0035763201947953127,
2022-04-29,NL_GE_0668,9440,22,,,0.0023305084745762713,
2022-04-29,NL_GE_1509,18386,58,,,0.0031545741324921135,
2022-04-29,NL_GE_1586,14942,51,,,0.00341319769776469,
2022-04-29,NL_GE_1705,22705,57,,,0.002510460251046025,
2022-04-29,NL_GE_1734,22590,41,,,0.001814962372731297,
2022-04-29,NL_GE_1740,12903,52,,,0.004030070526234209,
2022-04-29,NL_GE_1859,19588,61,,,0.0031141515213395955,
2022-04-29,NL_GE_1876,16004,29,,,0.0018120469882529368,
2022-04-29,NL_GE_1945,16050,77,,,0.0047975077881619935,
2022-04-29,NL_GE_1955,16435,32,,,0.001947064192272589,
2022-04-29,NL_GE_1960,24392,69,,,0.0028287963266644804,
2022-04-29,NL_GR,245654,355,,,0.0014451220008630025,
2021-01-06,NL_GR_0003,326,2,,,0.006134969325153374,
2021-01-06,NL_GR_0010,784,7,,,0.008928571428571428,
2022-04-29,NL_GR_0014,103412,73,,,0.0007059142072486752,
2021-01-06,NL_GR_0024,215,0,,,0.0,
2022-04-29,NL_GR_0037,12741,25,,,0.0019621693744604034,
2022-04-29,NL_GR_0047,10981,20,,,0.0018213277479282397,
2022-04-29,NL_GR_0765,4828,15,,,0.0031068765534382767,
2022-04-29,NL_GR_1895,14549,40,,,0.002749329850848856,
2022-04-29,NL_GR_1950,10830,25,,,0.0023084025854108957,
2022-04-29,NL_GR_1952,23539,49,,,0.0020816517269212796,
2022-04-29,NL_GR_1966,21902,40,,,0.0018263172313030774,
2022-04-29,NL_GR_1969,25921,38,,,0.0014659928243509123,
2022-04-29,NL_LI,522630,2158,,,0.004129116200753879,
2022-04-29,NL_LI_0882,17075,102,,,0.005973645680819912,
2022-04-29,NL_LI_0888,7539,16,,,0.002122297386921342,
2022-04-29,NL_LI_0889,6350,15,,,0.002362204724409449,
2022-04-29,NL_LI_0893,6525,20,,,0.0030651340996168583,
2022-04-29,NL_LI_0899,12978,72,,,0.005547850208044383,
2022-04-29,NL_LI_0907,8821,32,,,0.003627706609227979,
2022-04-29,NL_LI_0917,38190,169,,,0.004425242210002619,
2022-04-29,NL_LI_0928,19139,116,,,0.006060922723235279,
2022-04-29,NL_LI_0935,54441,265,,,0.004867654892452379,
2022-04-29,NL_LI_0938,8744,43,,,0.004917657822506862,
2022-04-29,NL_LI_0944,3426,13,,,0.0037945125510799767,
2022-04-29,NL_LI_0946,8647,29,,,0.003353764311321846,
2022-04-29,NL_LI_0957,26962,81,,,0.0030042281729842,
2022-04-29,NL_LI_0965,4553,15,,,0.0032945310784098397,
2022-04-29,NL_LI_0971,11789,28,,,0.002375095427941301,
2022-04-29,NL_LI_0981,3348,25,,,0.007467144563918757,
2022-04-29,NL_LI_0983,51805,204,,,0.003937843837467426,
2022-04-29,NL_LI_0984,23106,59,,,0.002553449320522808,
2022-04-29,NL_LI_0986,5737,16,,,0.002788914066585323,
2022-04-29,NL_LI_0988,24691,104,,,0.004212061074885586,
2022-04-29,NL_LI_0994,7013,36,,,0.005133323827178098,
2022-04-29,NL_LI_1507,22914,78,,,0.0034040324692327832,
2022-04-29,NL_LI_1640,15950,61,,,0.0038244514106583073,
2022-04-29,NL_LI_1641,10881,45,,,0.0041356492969396195,
2022-04-29,NL_LI_1669,8874,40,,,0.00450755014649538,
2022-04-29,NL_LI_1711,14530,46,,,0.0031658637302133517,
2022-04-29,NL_LI_1729,6005,23,,,0.0038301415487094087,
2022-04-29,NL_LI_1883,42604,178,,,0.004178011454323538,
2022-04-29,NL_LI_1894,20924,94,,,0.004492448862550182,
2022-04-29,NL_LI_1903,12232,61,,,0.004986919555264879,
2022-04-29,NL_LI_1954,16837,72,,,0.004276296252301479,
2022-04-29,NL_NB,1220730,3682,,,0.003016227994724468,
2022-04-29,NL_NB_0743,8012,20,,,0.0024962556165751375,
2022-04-29,NL_NB_0744,2775,4,,,0.0014414414414414415,
2022-04-29,NL_NB_0748,31811,52,,,0.0016346546791990192,
2022-04-29,NL_NB_0753,13999,39,,,0.002785913279519966,
2022-04-29,NL_NB_0755,5429,24,,,0.004420703628660895,
2022-01-19,NL_NB_0756,6881,53,,,0.0077023688417381195,
2022-04-29,NL_NB_0757,15593,76,,,0.004873981914961842,
2022-04-29,NL_NB_0758,87731,191,,,0.002177109573582884,
2022-04-29,NL_NB_0762,15819,52,,,0.0032871862949617548,
2022-04-29,NL_NB_0766,12459,33,,,0.0026486876956417047,
2022-04-29,NL_NB_0770,10120,36,,,0.0035573122529644267,
2022-04-29,NL_NB_0772,106238,434,,,0.004085167265950037,
2022-04-29,NL_NB_0777,19739,41,,,0.002077106236384822,
2022-04-29,NL_NB_0779,10464,30,,,0.0028669724770642203,
2022-04-29,NL_NB_0784,12010,21,,,0.0017485428809325561,
2022-04-29,NL_NB_0785,11526,44,,,0.0038174561860142286,
2022-01-19,NL_NB_0786,2718,27,,,0.009933774834437087,
2021-01-06,NL_NB_0788,752,13,,,0.017287234042553192,
2022-04-29,NL_NB_0794,43669,95,,,0.002175456273328906,
2022-04-29,NL_NB_0796,80850,203,,,0.002510822510822511,
2022-04-29,NL_NB_0797,22510,56,,,0.00248778320746335,
2022-04-29,NL_NB_0798,7450,20,,,0.0026845637583892616,
2022-04-29,NL_NB_0809,11331,47,,,0.004147912805577619,
2022-01-19,NL_NB_0815,2456,12,,,0.004885993485342019,
2022-04-29,NL_NB_0820,10632,28,,,0.0026335590669676447,
2022-04-29,NL_NB_0823,9075,28,,,0.003085399449035813,
2022-04-29,NL_NB_0824,14502,28,,,0.0019307681699075989,
2022-04-29,NL_NB_0826,26107,45,,,0.0017236756425479756,
2022-04-29,NL_NB_0828,44863,149,,,0.003321222388159508,
2022-04-29,NL_NB_0840,9861,19,,,0.0019267822736030828,
2022-04-29,NL_NB_0845,14994,48,,,0.003201280512204882,
2022-04-29,NL_NB_0847,9481,21,,,0.0022149562282459657,
2022-04-29,NL_NB_0848,7981,35,,,0.004385415361483523,
2022-04-29,NL_NB_0851,10599,22,,,0.0020756675158033777,
2022-04-29,NL_NB_0855,108545,307,,,0.002828320051591506,
2022-01-19,NL_NB_0856,8857,94,,,0.010613074404425878,
2022-04-29,NL_NB_0858,14486,77,,,0.005315477012287726,
2022-04-29,NL_NB_0861,21396,56,,,0.0026173116470368293,
2022-04-29,NL_NB_0865,15559,58,,,0.003727745999100199,
2022-04-29,NL_NB_0866,8013,18,,,0.0022463496817671283,
2022-04-29,NL_NB_0867,22320,84,,,0.003763440860215054,
2022-04-29,NL_NB_0873,8661,26,,,0.0030019628218450525,
2022-04-29,NL_NB_0879,9025,19,,,0.002105263157894737,
2022-04-29,NL_NB_1652,14180,45,,,0.003173483779971791,
2022-04-29,NL_NB_1655,13659,31,,,0.0022695658540156675,
2022-04-29,NL_NB_1658,6947,14,,,0.0020152583849143515,
2022-04-29,NL_NB_1659,10495,47,,,0.004478323010957599,
2022-04-29,NL_NB_1667,6641,14,,,0.0021081162475530793,
2022-04-29,NL_NB_1674,35786,92,,,0.002570837757782373,
2022-01-19,NL_NB_1684,5769,34,,,0.005893569076096377,
2022-01-19,NL_NB_1685,3512,29,,,0.00825740318906606,
2022-01-19,NL_NB_1702,2478,11,,,0.00443906376109766,
2022-04-29,NL_NB_1706,9596,60,,,0.006252605252188412,
2022-04-29,NL_NB_1709,16437,58,,,0.0035286244448500333,
2022-04-29,NL_NB_1719,12136,32,,,0.0026367831245880024,
2022-04-29,NL_NB_1721,16238,84,,,0.005173050868333539,
2022-04-29,NL_NB_1723,4425,5,,,0.0011299435028248588,
2022-04-29,NL_NB_1724,9525,18,,,0.001889763779527559,
2022-04-29,NL_NB_1728,10615,33,,,0.0031088082901554403,
2022-04-29,NL_NB_1771,18378,33,,,0.0017956252040483187,
2022-04-29,NL_NB_1948,38135,183,,,0.004798741313753769,
2022-04-29,NL_NB_1959,26831,78,,,0.0029070850881443107,
2022-04-29,NL_NH,1301078,3355,,,0.0025786309506424672,
2022-04-29,NL_NH_0358,16015,30,,,0.0018732438339057135,
2022-04-29,NL_NH_0361,49135,98,,,0.0019945049353821106,
2022-04-29,NL_NH_0362,39513,126,,,0.003188823931364361,
2022-04-29,NL_NH_0363,411829,1083,,,0.0026297322432368773,
2022-01-19,NL_NH_0370,2184,4,,,0.0018315018315018315,
2022-04-29,NL_NH_0373,11555,42,,,0.0036347901341410643,
2022-04-29,NL_NH_0375,18715,49,,,0.0026182206786000534,
2022-04-29,NL_NH_0376,5186,8,,,0.0015426147319706903,
2022-04-29,NL_NH_0377,10733,27,,,0.0025156060747228174,
2022-04-29,NL_NH_0383,15680,34,,,0.0021683673469387755,
2022-04-29,NL_NH_0384,14474,45,,,0.003109023075860163,
2022-04-29,NL_NH_0385,18904,28,,,0.0014811680067710537,
2022-04-29,NL_NH_0388,7528,17,,,0.0022582359192348566,
2022-04-29,NL_NH_0392,74953,205,,,0.002735047296305685,
2022-04-29,NL_NH_0394,71560,146,,,0.0020402459474566795,
2022-04-29,NL_NH_0396,17718,46,,,0.0025962298227790947,
2022-04-29,NL_NH_0397,12537,70,,,0.005583472920156337,
2022-01-19,NL_NH_0398,11936,50,,,0.0041890080428954425,
2022-04-29,NL_NH_0399,10034,18,,,0.0017939007374925253,
2022-04-29,NL_NH_0400,24073,52,,,0.0021600963735305114,
2022-04-29,NL_NH_0402,39178,108,,,0.0027566491398233702,
2022-04-29,NL_NH_0405,33950,60,,,0.0017673048600883653,
2022-04-29,NL_NH_0406,18113,66,,,0.003643791751780489,
2022-04-29,NL_NH_0415,5438,14,,,0.0025744759102611253,
2022-01-19,NL_NH_0416,5769,21,,,0.003640145605824233,
2022-04-29,NL_NH_0417,4718,31,,,0.006570580754557015,
2022-04-29,NL_NH_0420,19950,30,,,0.0015037593984962407,
2022-04-29,NL_NH_0431,4497,9,,,0.0020013342228152103,
2022-04-29,NL_NH_0432,5483,8,,,0.0014590552617180376,
2022-04-29,NL_NH_0437,6635,7,,,0.0010550113036925397,
2022-04-29,NL_NH_0439,40484,113,,,0.0027912261634225866,
2022-04-29,NL_NH_0441,20038,84,,,0.004192035133246831,
2022-04-29,NL_NH_0448,4133,4,,,0.0009678199854827002,
2022-04-29,NL_NH_0450,6613,18,,,0.0027219113866626342,
2022-04-29,NL_NH_0451,13718,23,,,0.0016766292462458085,
2022-04-29,NL_NH_0453,30498,102,,,0.0033444816053511705,
2022-03-23,NL_NH_0457,8636,24,,,0.002779064381658175,
2022-04-29,NL_NH_0473,6698,48,,,0.007166318303971335,
2022-04-29,NL_NH_0479,69813,208,,,0.0029793877931044363,
2022-04-29,NL_NH_0498,8837,13,,,0.0014710874731243635,
2022-04-29,NL_NH_0532,9418,19,,,0.002017413463580378,
2022-04-29,NL_NH_0852,7646,18,,,0.0023541721161391576,
2022-04-29,NL_NH_0880,7008,38,,,0.005422374429223744,
2022-04-29,NL_NH_1598,10655,26,,,0.0024401689347724074,
2022-04-29,NL_NH_1696,10522,24,,,0.0022809351834252043,
2022-04-29,NL_NH_1911,19589,39,,,0.001990913267650212,
2022-04-29,NL_NH_1942,27320,47,,,0.0017203513909224012,
2022-04-29,NL_OV,559769,1406,,,0.002511750382747169,
2022-04-29,NL_OV_0141,33418,72,,,0.00215452750014962,
2022-04-29,NL_OV_0147,11917,41,,,0.0034404632038264665,
2022-04-29,NL_OV_0148,13633,25,,,0.0018337856671312258,
2022-04-29,NL_OV_0150,47079,108,,,0.0022940164404511567,
2022-04-29,NL_OV_0153,74110,209,,,0.002820132235865605,
2022-04-29,NL_OV_0158,11673,34,,,0.0029127045318255804,
2022-04-29,NL_OV_0160,29769,53,,,0.0017803755584668616,
2022-04-29,NL_OV_0163,18554,55,,,0.0029643203621860514,
2022-04-29,NL_OV_0164,37621,76,,,0.0020201483214162303,
2022-04-29,NL_OV_0166,25959,62,,,0.0023883816788011865,
2022-04-29,NL_OV_0168,10848,40,,,0.003687315634218289,
2022-04-29,NL_OV_0173,15618,56,,,0.003585606351645537,
2022-04-29,NL_OV_0175,8345,20,,,0.002396644697423607,
2022-04-29,NL_OV_0177,19153,52,,,0.002714979376598966,
2022-04-29,NL_OV_0180,9109,31,,,0.003403227577121528,
2022-04-29,NL_OV_0183,10957,22,,,0.0020078488637400747,
2022-04-29,NL_OV_0189,12772,32,,,0.002505480739116818,
2022-04-29,NL_OV_0193,61888,156,,,0.0025206825232678386,
2022-04-29,NL_OV_1700,17147,36,,,0.002099492622616201,
2022-04-29,NL_OV_1708,18707,35,,,0.0018709573956273054,
2022-04-29,NL_OV_1735,16918,39,,,0.0023052370256531505,
2022-04-29,NL_OV_1742,21546,68,,,0.003156038243757542,
2022-04-29,NL_OV_1773,8169,10,,,0.0012241400416207614,
2022-04-29,NL_OV_1774,12969,39,,,0.003007170946102244,
2022-04-29,NL_OV_1896,11890,35,,,0.002943650126156434,
2022-04-29,NL_UT,657042,1533,,,0.0023331841800067576,
2022-04-29,NL_UT_0307,78651,157,,,0.0019961602522536267,
2022-04-29,NL_UT_0308,11021,30,,,0.002722076036657291,
2022-04-29,NL_UT_0310,18925,89,,,0.004702774108322325,
2022-04-29,NL_UT_0312,6756,16,,,0.002368265245707519,
2022-04-29,NL_UT_0313,12672,43,,,0.003393308080808081,
2022-04-29,NL_UT_0317,4445,7,,,0.0015748031496062992,
2022-04-29,NL_UT_0321,23779,53,,,0.0022288573951806216,
2022-04-29,NL_UT_0327,14613,33,,,0.0022582631903099977,
2022-04-29,NL_UT_0331,6691,13,,,0.001942908384396951,
2022-04-29,NL_UT_0335,7054,10,,,0.001417635384179189,
2022-04-29,NL_UT_0339,2840,5,,,0.0017605633802816902,
2022-04-29,NL_UT_0340,9928,27,,,0.002719580983078163,
2022-04-29,NL_UT_0342,21374,56,,,0.002620005614297745,
2022-04-29,NL_UT_0344,184830,319,,,0.0017259102959476275,
2022-04-29,NL_UT_0345,34459,92,,,0.0026698395194288864,
2022-04-29,NL_UT_0351,7316,9,,,0.0012301804264625478,
2022-04-29,NL_UT_0352,10332,19,,,0.0018389469608981804,
2022-04-29,NL_UT_0353,16579,60,,,0.0036190361300440315,
2022-04-29,NL_UT_0355,28905,87,,,0.0030098598858329007,
2022-04-29,NL_UT_0356,27683,41,,,0.001481053354043998,
2022-04-29,NL_UT_0589,4441,12,,,0.002702094122945283,
2022-04-29,NL_UT_0632,25225,47,,,0.0018632309217046581,
2022-04-29,NL_UT_0736,20362,55,,,0.0027011099106178174,
2022-04-29,NL_UT_1581,21161,92,,,0.004347620622843911,
2022-04-29,NL_UT_1904,29260,78,,,0.0026657552973342446,
2022-04-29,NL_UT_1961,27740,83,,,0.0029920692141312184,
2022-04-29,NL_ZE,166324,386,,,0.0023207715062167817,
2022-04-29,NL_ZE_0654,10853,14,,,0.0012899659080438588,
2022-04-29,NL_ZE_0664,17781,47,,,0.0026432709071480794,
2022-04-29,NL_ZE_0677,11308,18,,,0.0015917934205871948,
2022-04-29,NL_ZE_0678,6183,8,,,0.0012938702895034773,
2022-04-29,NL_ZE_0687,21605,45,,,0.0020828511918537375,
2022-04-29,NL_ZE_0703,12537,27,,,0.0021536252692031586,
2022-04-29,NL_ZE_0715,21705,46,,,0.00211932734392997,
2022-04-29,NL_ZE_0716,12976,37,,,0.0028514180024660912,
2022-04-29,NL_ZE_0717,9254,18,,,0.0019451048195374973,
2022-04-29,NL_ZE_0718,18291,44,,,0.0024055546443606146,
2022-04-29,NL_ZE_1676,13338,43,,,0.0032238716449242764,
2022-04-29,NL_ZE_1695,2737,13,,,0.0047497259773474606,
2022-04-29,NL_ZE_1714,7756,26,,,0.0033522434244455906,
2022-04-29,NL_ZH,1670827,5131,,,0.0030709343337161775,
2022-04-29,NL_ZH_0482,9640,30,,,0.0031120331950207467,
2022-04-29,NL_ZH_0484,51289,156,,,0.0030415878648443135,
2022-04-29,NL_ZH_0489,23148,52,,,0.0022464143770520133,
2022-04-29,NL_ZH_0501,7342,13,,,0.001770634704440207,
2022-04-29,NL_ZH_0502,29152,161,,,0.005522777167947311,
2022-04-29,NL_ZH_0503,46014,93,,,0.002021124005737384,
2022-04-29,NL_ZH_0505,54923,225,,,0.004096644393059374,
2022-04-29,NL_ZH_0512,17823,51,,,0.002861471132805925,
2022-04-29,NL_ZH_0513,33833,169,,,0.004995123104661129,
2022-04-29,NL_ZH_0518,229092,665,,,0.0029027639550922774,
2022-04-29,NL_ZH_0523,9662,32,,,0.0033119436969571516,
2022-04-29,NL_ZH_0530,15597,52,,,0.0033339744822722317,
2022-04-29,NL_ZH_0531,15509,41,,,0.0026436262815139598,
2022-04-29,NL_ZH_0534,9502,23,,,0.002420543043569775,
2022-04-29,NL_ZH_0537,32863,72,,,0.0021909137936280926,
2022-04-29,NL_ZH_0542,13186,80,,,0.006067040800849386,
2022-04-29,NL_ZH_0546,57250,86,,,0.0015021834061135371,
2022-04-29,NL_ZH_0547,11781,29,,,0.0024615906968848147,
2022-04-29,NL_ZH_0553,10371,24,,,0.0023141452126120912,
2022-04-29,NL_ZH_0556,14172,47,,,0.0033163985323172453,
2022-04-29,NL_ZH_0569,13924,26,,,0.0018672795173800632,
2022-04-29,NL_ZH_0575,19851,34,,,0.0017127600624653669,
2022-04-29,NL_ZH_0579,11105,32,,,0.0028815848716794235,
2022-04-29,NL_ZH_0590,14255,51,,,0.0035776920378814453,
2022-04-29,NL_ZH_0597,20905,117,,,0.005596747189667544,
2022-04-29,NL_ZH_0599,297440,1157,,,0.0038898601398601397,
2022-04-29,NL_ZH_0603,23653,81,,,0.0034245127467974466,
2022-04-29,NL_ZH_0606,33931,133,,,0.003919719430609177,
2022-04-29,NL_ZH_0610,12700,54,,,0.004251968503937008,
2022-04-29,NL_ZH_0613,12427,24,,,0.0019312786674177194,
2022-04-29,NL_ZH_0614,5641,20,,,0.003545470661230278,
2022-04-29,NL_ZH_0622,32724,120,,,0.003667033370003667,
2022-04-29,NL_ZH_0626,10785,27,,,0.0025034770514603616,
2022-04-29,NL_ZH_0627,14404,20,,,0.0013885031935573452,
2022-04-29,NL_ZH_0629,10609,38,,,0.0035818644547082664,
2022-04-29,NL_ZH_0637,54145,82,,,0.0015144519346200018,
2022-04-29,NL_ZH_0638,4450,1,,,0.00022471910112359551,
2022-04-29,NL_ZH_0642,19531,121,,,0.006195279299575035,
2022-04-29,NL_ZH_1525,17760,28,,,0.0015765765765765765,
2022-04-29,NL_ZH_1621,30927,79,,,0.0025544023021954925,
2022-04-29,NL_ZH_1783,54942,106,,,0.0019293072694841833,
2022-04-29,NL_ZH_1842,9217,15,,,0.0016274275794727134,
2022-04-29,NL_ZH_1884,12173,11,,,0.000903639201511542,
2022-04-29,NL_ZH_1892,21194,51,,,0.002406341417382278,
2022-04-29,NL_ZH_1901,17217,39,,,0.0022652029970378113,
2022-04-29,NL_ZH_1916,31540,110,,,0.0034876347495244133,
2022-04-29,NL_ZH_1924,21907,99,,,0.004519103482905008,
2022-04-29,NL_ZH_1926,27091,44,,,0.001624155623638847,
2022-04-29,NL_ZH_1930,36161,113,,,0.003124913580929731,
2022-04-29,NL_ZH_1931,25434,73,,,0.002870173783124951,
2022-04-29,NL_ZH_1963,39078,78,,,0.001996007984031936,
2022-04-29,NL_ZH_1978,21557,46,,,0.00213387762675697,
2022-04-27,NO,1425076,2932,,11079168,0.0020574341298288655,
2022-05-02,NO_03,257107,,,,,
